tender_id,department,category,company_id,company_name,bid_amount,estimated_value,winner,director_name,date
TND-1046,Public Works,Software,COMP009,InfraPrime Ltd,26591502.28,29124866.98,0,Pooja Bhat,2025-01-05
TND-1046,Public Works,Software,COMP005,Evergreen Constructions,26599480.09,29124866.98,0,Suresh Iyer,2025-01-05
TND-1047,Energy,Medical Equipment,COMP002,BlueHorizon Services,34106216.22,41218727.75,1,Suman Reddy,2024-10-12
TND-1047,Energy,Medical Equipment,COMP008,HighPoint Services,35161047.65,41218727.75,0,Mohan Das,2024-10-12
TND-1047,Energy,Medical Equipment,COMP010,JetStream Solutions,39396169.47,41218727.75,0,Vikram Singh,2024-10-12
TND-1047,Energy,Medical Equipment,COMP015,OmniGroup Services,42051276.96,41218727.75,0,Rajesh Kumar,2024-10-12
TND-1048,Health & Sanitation,Maintenance,COMP006,FusionTech Systems,11036274.27,11183140.86,0,Anand Mehta,2024-08-05
TND-1048,Health & Sanitation,Maintenance,COMP005,Evergreen Constructions,9232848.5,11183140.86,0,Suresh Iyer,2024-08-05
TND-1048,Health & Sanitation,Maintenance,COMP010,JetStream Solutions,9119901.88,11183140.86,1,Rajesh Kumar,2024-08-05
TND-1048,Health & Sanitation,Maintenance,COMP012,Lumencraft Industries,10729176.8,11183140.86,0,Lakshmi Rao,2024-08-05
TND-1048,Health & Sanitation,Maintenance,COMP014,NovaTech Engineering,10760312.3,11183140.86,0,Neha Gupta,2024-08-05
TND-1049,Transport,Training,COMP012,Lumencraft Industries,30203930.77,32052780.12,1,Lakshmi Rao,2024-09-03
TND-1049,Transport,Training,COMP008,HighPoint Services,30993646.66,32052780.12,0,Lakshmi Rao,2024-09-03
TND-1049,Transport,Training,COMP014,NovaTech Engineering,30745758.32,32052780.12,0,Neha Gupta,2024-09-03
TND-1049,Transport,Training,COMP001,Apex Infrastructure Ltd,31351209.33,32052780.12,0,Priya Shah,2024-09-03
TND-1049,Transport,Training,COMP002,BlueHorizon Services,30678929.27,32052780.12,0,Suman Reddy,2024-09-03
TND-1049,Transport,Training,COMP005,Evergreen Constructions,30894502.38,32052780.12,0,Kavita Joshi,2024-09-03
TND-1049,Transport,Training,COMP004,Delta Engineering Co,30432282.01,32052780.12,0,Anand Mehta,2024-09-03
TND-1049,Transport,Training,COMP007,GlobalEdge Infra,30364194.67,32052780.12,0,Mohan Das,2024-09-03
TND-1050,Defense,Maintenance,COMP002,BlueHorizon Services,50596885.07,48151096.53,0,Amit Patel,2024-10-04
TND-1050,Defense,Maintenance,COMP012,Lumencraft Industries,48574453.58,48151096.53,0,Lakshmi Rao,2024-10-04
TND-1050,Defense,Maintenance,COMP004,Delta Engineering Co,44428337.03,48151096.53,0,Vikram Singh,2024-10-04
TND-1050,Defense,Maintenance,COMP006,FusionTech Systems,41024170.68,48151096.53,1,Anand Mehta,2024-10-04
TND-1051,Defense,Maintenance,COMP010,JetStream Solutions,7655940.85,8243633.61,1,Rajesh Kumar,2024-10-10
TND-1051,Defense,Maintenance,COMP005,Evergreen Constructions,7840486.8,8243633.61,0,Kavita Joshi,2024-10-10
TND-1051,Defense,Maintenance,COMP002,BlueHorizon Services,7822549.13,8243633.61,0,Amit Patel,2024-10-10
TND-1051,Defense,Maintenance,COMP004,Delta Engineering Co,7697159.02,8243633.61,0,Vikram Singh,2024-10-10
TND-1051,Defense,Maintenance,COMP014,NovaTech Engineering,7919714.5,8243633.61,0,Neha Gupta,2024-10-10
TND-1051,Defense,Maintenance,COMP012,Lumencraft Industries,7848170.2,8243633.61,0,Lakshmi Rao,2024-10-10
TND-1051,Defense,Maintenance,COMP006,FusionTech Systems,7787647.79,8243633.61,0,Anand Mehta,2024-10-10
TND-1052,IT & Digital,Supplies,COMP002,BlueHorizon Services,28519549.71,30780176.94,1,Suman Reddy,2024-05-09
TND-1052,IT & Digital,Supplies,COMP014,NovaTech Engineering,29094005.31,30780176.94,0,Neha Gupta,2024-05-09
TND-1052,IT & Digital,Supplies,COMP001,Apex Infrastructure Ltd,29588794.72,30780176.94,0,Priya Shah,2024-05-09
TND-1052,IT & Digital,Supplies,COMP010,JetStream Solutions,28673450.59,30780176.94,0,Rajesh Kumar,2024-05-09
TND-1052,IT & Digital,Supplies,COMP005,Evergreen Constructions,28798638.68,30780176.94,0,Suresh Iyer,2024-05-09
TND-1052,IT & Digital,Supplies,COMP008,HighPoint Services,28712368.0,30780176.94,0,Lakshmi Rao,2024-05-09
TND-1053,Energy,Maintenance,COMP008,HighPoint Services,2622807.02,2516075.71,0,Mohan Das,2024-04-26
TND-1053,Energy,Maintenance,COMP002,BlueHorizon Services,2523500.76,2516075.71,0,Suman Reddy,2024-04-26
TND-1053,Energy,Maintenance,COMP010,JetStream Solutions,2373376.97,2516075.71,0,Rajesh Kumar,2024-04-26
TND-1053,Energy,Maintenance,COMP011,KingsBridge Corp,2127183.2,2516075.71,0,Suman Reddy,2024-04-26
TND-1053,Energy,Maintenance,COMP012,Lumencraft Industries,2384787.2,2516075.71,0,Lakshmi Rao,2024-04-26
TND-1053,Energy,Maintenance,COMP001,Apex Infrastructure Ltd,2063367.7,2516075.71,1,Priya Shah,2024-04-26
TND-1054,IT & Digital,Security Services,COMP007,GlobalEdge Infra,8439758.96,9073492.56,0,Deepa Verma,2025-09-25
TND-1054,IT & Digital,Security Services,COMP008,HighPoint Services,8343542.97,9073492.56,0,Mohan Das,2025-09-25
TND-1054,IT & Digital,Security Services,COMP014,NovaTech Engineering,8935167.43,9073492.56,0,Pooja Bhat,2025-09-25
TND-1054,IT & Digital,Security Services,COMP005,Evergreen Constructions,8987549.3,9073492.56,0,Suresh Iyer,2025-09-25
TND-1054,IT & Digital,Security Services,COMP010,JetStream Solutions,7382113.73,9073492.56,1,Vikram Singh,2025-09-25
TND-1054,IT & Digital,Security Services,COMP015,OmniGroup Services,8278507.48,9073492.56,0,Arun Sharma,2025-09-25
TND-1054,IT & Digital,Security Services,COMP012,Lumencraft Industries,8962414.63,9073492.56,0,Lakshmi Rao,2025-09-25
TND-1055,Health & Sanitation,IT Services,COMP007,GlobalEdge Infra,26851996.07,25405244.8,0,Mohan Das,2025-07-19
TND-1055,Health & Sanitation,IT Services,COMP008,HighPoint Services,25344477.73,25405244.8,0,Lakshmi Rao,2025-07-19
TND-1055,Health & Sanitation,IT Services,COMP012,Lumencraft Industries,21566012.54,25405244.8,1,Lakshmi Rao,2025-07-19
TND-1056,Health & Sanitation,Supplies,COMP002,BlueHorizon Services,3746301.94,3993153.0,1,Amit Patel,2024-10-16
TND-1056,Health & Sanitation,Supplies,COMP011,KingsBridge Corp,3855596.81,3993153.0,0,Deepa Verma,2024-10-16
TND-1056,Health & Sanitation,Supplies,COMP004,Delta Engineering Co,3912212.48,3993153.0,0,Vikram Singh,2024-10-16
TND-1056,Health & Sanitation,Supplies,COMP005,Evergreen Constructions,3853951.41,3993153.0,0,Suresh Iyer,2024-10-16
TND-1056,Health & Sanitation,Supplies,COMP014,NovaTech Engineering,3824034.03,3993153.0,0,Pooja Bhat,2024-10-16
TND-1056,Health & Sanitation,Supplies,COMP010,JetStream Solutions,3864783.08,3993153.0,0,Vikram Singh,2024-10-16
TND-1057,Energy,IT Services,COMP010,JetStream Solutions,22341609.47,23183518.08,0,Rajesh Kumar,2024-03-14
TND-1057,Energy,IT Services,COMP012,Lumencraft Industries,25094754.39,23183518.08,0,Amit Patel,2024-03-14
TND-1057,Energy,IT Services,COMP015,OmniGroup Services,21232179.71,23183518.08,1,Rajesh Kumar,2024-03-14
TND-1057,Energy,IT Services,COMP005,Evergreen Constructions,25231948.11,23183518.08,0,Kavita Joshi,2024-03-14
TND-1057,Energy,IT Services,COMP008,HighPoint Services,24843578.36,23183518.08,0,Lakshmi Rao,2024-03-14
TND-1058,IT & Digital,Training,COMP001,Apex Infrastructure Ltd,8365401.0,10191661.17,0,Rajesh Kumar,2025-05-20
TND-1058,IT & Digital,Training,COMP007,GlobalEdge Infra,8461457.51,10191661.17,0,Deepa Verma,2025-05-20
TND-1058,IT & Digital,Training,COMP012,Lumencraft Industries,8209042.14,10191661.17,1,Lakshmi Rao,2025-05-20
TND-1058,IT & Digital,Training,COMP006,FusionTech Systems,8442088.13,10191661.17,0,Ravi Nair,2025-05-20
TND-1058,IT & Digital,Training,COMP010,JetStream Solutions,10241621.02,10191661.17,0,Rajesh Kumar,2025-05-20
TND-1058,IT & Digital,Training,COMP005,Evergreen Constructions,8370988.11,10191661.17,0,Suresh Iyer,2025-05-20
TND-1058,IT & Digital,Training,COMP015,OmniGroup Services,9128596.4,10191661.17,0,Rajesh Kumar,2025-05-20
TND-1059,IT & Digital,Maintenance,COMP007,GlobalEdge Infra,34152532.08,42321327.89,1,Mohan Das,2024-10-11
TND-1059,IT & Digital,Maintenance,COMP011,KingsBridge Corp,44197878.62,42321327.89,0,Deepa Verma,2024-10-11
TND-1059,IT & Digital,Maintenance,COMP008,HighPoint Services,37435602.81,42321327.89,0,Mohan Das,2024-10-11
TND-1059,IT & Digital,Maintenance,COMP002,BlueHorizon Services,35357330.04,42321327.89,0,Amit Patel,2024-10-11
TND-1059,IT & Digital,Maintenance,COMP013,Meridian Works,42703114.92,42321327.89,0,Ravi Nair,2024-10-11
TND-1059,IT & Digital,Maintenance,COMP006,FusionTech Systems,41842371.24,42321327.89,0,Ravi Nair,2024-10-11
TND-1059,IT & Digital,Maintenance,COMP015,OmniGroup Services,44997796.55,42321327.89,0,Rajesh Kumar,2024-10-11
TND-1060,Education,Software,COMP006,FusionTech Systems,38399976.63,36886016.67,0,Anand Mehta,2025-07-17
TND-1060,Education,Software,COMP005,Evergreen Constructions,32629752.92,36886016.67,0,Kavita Joshi,2025-07-17
TND-1060,Education,Software,COMP015,OmniGroup Services,31472324.73,36886016.67,1,Arun Sharma,2025-07-17
TND-1061,Defense,Training,COMP009,InfraPrime Ltd,39238856.93,37655430.21,0,Pooja Bhat,2025-04-18
TND-1061,Defense,Training,COMP006,FusionTech Systems,41313713.34,37655430.21,0,Anand Mehta,2025-04-18
TND-1061,Defense,Training,COMP010,JetStream Solutions,34785533.01,37655430.21,0,Rajesh Kumar,2025-04-18
TND-1061,Defense,Training,COMP008,HighPoint Services,34326894.49,37655430.21,1,Lakshmi Rao,2025-04-18
TND-1062,IT & Digital,IT Services,COMP008,HighPoint Services,35126447.42,38932441.56,0,Mohan Das,2024-10-21
TND-1062,IT & Digital,IT Services,COMP002,BlueHorizon Services,42016949.8,38932441.56,0,Suman Reddy,2024-10-21
TND-1062,IT & Digital,IT Services,COMP001,Apex Infrastructure Ltd,41171984.54,38932441.56,0,Rajesh Kumar,2024-10-21
TND-1062,IT & Digital,IT Services,COMP011,KingsBridge Corp,36156488.72,38932441.56,0,Suman Reddy,2024-10-21
TND-1062,IT & Digital,IT Services,COMP010,JetStream Solutions,39915926.44,38932441.56,0,Rajesh Kumar,2024-10-21
TND-1062,IT & Digital,IT Services,COMP004,Delta Engineering Co,39958812.15,38932441.56,0,Anand Mehta,2024-10-21
TND-1062,IT & Digital,IT Services,COMP003,CrestLine Solutions,32350412.45,38932441.56,1,Priya Shah,2024-10-21
TND-1062,IT & Digital,IT Services,COMP005,Evergreen Constructions,41687529.74,38932441.56,0,Suresh Iyer,2024-10-21
TND-1063,Transport,Supplies,COMP014,NovaTech Engineering,24151748.08,25509992.44,1,Pooja Bhat,2025-06-05
TND-1063,Transport,Supplies,COMP008,HighPoint Services,25182030.94,25509992.44,0,Lakshmi Rao,2025-06-05
TND-1063,Transport,Supplies,COMP015,OmniGroup Services,24665380.58,25509992.44,0,Arun Sharma,2025-06-05
TND-1063,Transport,Supplies,COMP004,Delta Engineering Co,24279298.04,25509992.44,0,Vikram Singh,2025-06-05
TND-1063,Transport,Supplies,COMP013,Meridian Works,25192090.8,25509992.44,0,Kavita Joshi,2025-06-05
TND-1063,Transport,Supplies,COMP009,InfraPrime Ltd,24361388.2,25509992.44,0,Pooja Bhat,2025-06-05
TND-1064,Energy,Software,COMP005,Evergreen Constructions,17398791.45,16306025.06,0,Kavita Joshi,2024-12-14
TND-1064,Energy,Software,COMP014,NovaTech Engineering,17401102.78,16306025.06,0,Neha Gupta,2024-12-14
TND-1064,Energy,Software,COMP001,Apex Infrastructure Ltd,14175606.31,16306025.06,1,Priya Shah,2024-12-14
TND-1064,Energy,Software,COMP015,OmniGroup Services,16049656.44,16306025.06,0,Rajesh Kumar,2024-12-14
TND-1064,Energy,Software,COMP012,Lumencraft Industries,15272155.17,16306025.06,0,Amit Patel,2024-12-14
TND-1064,Energy,Software,COMP010,JetStream Solutions,14614027.12,16306025.06,0,Vikram Singh,2024-12-14
TND-1064,Energy,Software,COMP008,HighPoint Services,14764335.75,16306025.06,0,Lakshmi Rao,2024-12-14
TND-1065,Energy,Consulting,COMP014,NovaTech Engineering,31974042.59,33789663.58,1,Neha Gupta,2024-09-01
TND-1065,Energy,Consulting,COMP013,Meridian Works,33086955.23,33789663.58,0,Ravi Nair,2024-09-01
TND-1065,Energy,Consulting,COMP007,GlobalEdge Infra,32142990.91,33789663.58,0,Mohan Das,2024-09-01
TND-1065,Energy,Consulting,COMP001,Apex Infrastructure Ltd,32687969.8,33789663.58,0,Priya Shah,2024-09-01
TND-1066,Defense,IT Services,COMP009,InfraPrime Ltd,3224829.51,3349158.62,0,Arun Sharma,2025-05-22
TND-1066,Defense,IT Services,COMP010,JetStream Solutions,3130786.55,3349158.62,0,Vikram Singh,2025-05-22
TND-1066,Defense,IT Services,COMP006,FusionTech Systems,3519306.22,3349158.62,0,Anand Mehta,2025-05-22
TND-1066,Defense,IT Services,COMP002,BlueHorizon Services,2960323.87,3349158.62,1,Amit Patel,2025-05-22
TND-1067,Transport,IT Services,COMP006,FusionTech Systems,5305885.8,6294817.31,0,Anand Mehta,2024-03-17
TND-1067,Transport,IT Services,COMP010,JetStream Solutions,6473924.94,6294817.31,0,Vikram Singh,2024-03-17
TND-1067,Transport,IT Services,COMP012,Lumencraft Industries,6203324.78,6294817.31,0,Amit Patel,2024-03-17
TND-1067,Transport,IT Services,COMP007,GlobalEdge Infra,5226818.48,6294817.31,0,Mohan Das,2024-03-17
TND-1067,Transport,IT Services,COMP011,KingsBridge Corp,5194684.94,6294817.31,1,Deepa Verma,2024-03-17
TND-1068,Energy,Training,COMP011,KingsBridge Corp,32096752.67,35197972.01,1,Suman Reddy,2024-02-06
TND-1068,Energy,Training,COMP015,OmniGroup Services,33152541.81,35197972.01,0,Rajesh Kumar,2024-02-06
TND-1068,Energy,Training,COMP005,Evergreen Constructions,32272742.53,35197972.01,0,Suresh Iyer,2024-02-06
TND-1068,Energy,Training,COMP004,Delta Engineering Co,32277654.66,35197972.01,0,Vikram Singh,2024-02-06
TND-1069,Transport,IT Services,COMP002,BlueHorizon Services,43855947.49,49338659.14,1,Suman Reddy,2024-11-02
TND-1069,Transport,IT Services,COMP013,Meridian Works,45212317.0,49338659.14,0,Ravi Nair,2024-11-02
TND-1069,Transport,IT Services,COMP001,Apex Infrastructure Ltd,50884335.1,49338659.14,0,Priya Shah,2024-11-02
TND-1070,Health & Sanitation,Consulting,COMP013,Meridian Works,51928667.18,47388804.58,0,Ravi Nair,2025-06-27
TND-1070,Health & Sanitation,Consulting,COMP003,CrestLine Solutions,48621551.14,47388804.58,0,Priya Shah,2025-06-27
TND-1070,Health & Sanitation,Consulting,COMP014,NovaTech Engineering,43260191.26,47388804.58,0,Pooja Bhat,2025-06-27
TND-1070,Health & Sanitation,Consulting,COMP015,OmniGroup Services,39098143.41,47388804.58,1,Rajesh Kumar,2025-06-27
TND-1070,Health & Sanitation,Consulting,COMP002,BlueHorizon Services,48959462.66,47388804.58,0,Suman Reddy,2025-06-27
TND-1070,Health & Sanitation,Consulting,COMP010,JetStream Solutions,45849676.62,47388804.58,0,Vikram Singh,2025-06-27
TND-1070,Health & Sanitation,Consulting,COMP007,GlobalEdge Infra,43942055.83,47388804.58,0,Mohan Das,2025-06-27
TND-1070,Health & Sanitation,Consulting,COMP004,Delta Engineering Co,50796358.91,47388804.58,0,Vikram Singh,2025-06-27
TND-1071,Energy,Maintenance,COMP002,BlueHorizon Services,5584488.86,6004275.37,1,Suman Reddy,2024-10-21
TND-1071,Energy,Maintenance,COMP008,HighPoint Services,5724342.13,6004275.37,0,Lakshmi Rao,2024-10-21
TND-1071,Energy,Maintenance,COMP006,FusionTech Systems,5625305.84,6004275.37,0,Ravi Nair,2024-10-21
TND-1071,Energy,Maintenance,COMP010,JetStream Solutions,5640320.05,6004275.37,0,Vikram Singh,2024-10-21
TND-1072,Energy,Supplies,COMP002,BlueHorizon Services,5480199.69,6317549.22,1,Suman Reddy,2024-07-22
TND-1072,Energy,Supplies,COMP004,Delta Engineering Co,6405815.92,6317549.22,0,Vikram Singh,2024-07-22
TND-1072,Energy,Supplies,COMP007,GlobalEdge Infra,6138610.19,6317549.22,0,Mohan Das,2024-07-22
TND-1072,Energy,Supplies,COMP010,JetStream Solutions,6760819.19,6317549.22,0,Vikram Singh,2024-07-22
TND-1072,Energy,Supplies,COMP006,FusionTech Systems,5796138.83,6317549.22,0,Anand Mehta,2024-07-22
TND-1072,Energy,Supplies,COMP012,Lumencraft Industries,5649690.4,6317549.22,0,Lakshmi Rao,2024-07-22
TND-1073,IT & Digital,Maintenance,COMP010,JetStream Solutions,39870988.52,43495656.85,1,Rajesh Kumar,2024-10-20
TND-1073,IT & Digital,Maintenance,COMP013,Meridian Works,40088466.8,43495656.85,0,Ravi Nair,2024-10-20
TND-1073,IT & Digital,Maintenance,COMP006,FusionTech Systems,41754740.79,43495656.85,0,Anand Mehta,2024-10-20
TND-1073,IT & Digital,Maintenance,COMP004,Delta Engineering Co,40142410.88,43495656.85,0,Vikram Singh,2024-10-20
TND-1074,Defense,Construction,COMP010,JetStream Solutions,41682250.03,44611584.13,1,Rajesh Kumar,2024-11-12
TND-1074,Defense,Construction,COMP006,FusionTech Systems,41905307.95,44611584.13,0,Anand Mehta,2024-11-12
TND-1074,Defense,Construction,COMP012,Lumencraft Industries,42761953.36,44611584.13,0,Amit Patel,2024-11-12
TND-1075,Education,Software,COMP015,OmniGroup Services,46392390.08,48480475.51,0,Rajesh Kumar,2024-06-28
TND-1075,Education,Software,COMP006,FusionTech Systems,47938443.99,48480475.51,0,Ravi Nair,2024-06-28
TND-1075,Education,Software,COMP009,InfraPrime Ltd,48903448.59,48480475.51,0,Pooja Bhat,2024-06-28
TND-1075,Education,Software,COMP013,Meridian Works,45395290.5,48480475.51,1,Kavita Joshi,2024-06-28
TND-1075,Education,Software,COMP005,Evergreen Constructions,47911674.65,48480475.51,0,Kavita Joshi,2024-06-28
TND-1075,Education,Software,COMP003,CrestLine Solutions,47282731.11,48480475.51,0,Priya Shah,2024-06-28
TND-1075,Education,Software,COMP011,KingsBridge Corp,51890951.07,48480475.51,0,Suman Reddy,2024-06-28
TND-1076,Energy,Consulting,COMP014,NovaTech Engineering,2547701.27,2749595.83,1,Pooja Bhat,2025-11-23
TND-1076,Energy,Consulting,COMP013,Meridian Works,2638673.59,2749595.83,0,Ravi Nair,2025-11-23
TND-1076,Energy,Consulting,COMP009,InfraPrime Ltd,2590873.84,2749595.83,0,Arun Sharma,2025-11-23
TND-1076,Energy,Consulting,COMP006,FusionTech Systems,2608963.53,2749595.83,0,Ravi Nair,2025-11-23
TND-1076,Energy,Consulting,COMP002,BlueHorizon Services,2571266.41,2749595.83,0,Suman Reddy,2025-11-23
TND-1076,Energy,Consulting,COMP007,GlobalEdge Infra,2561449.25,2749595.83,0,Mohan Das,2025-11-23
TND-1077,IT & Digital,Software,COMP001,Apex Infrastructure Ltd,19114362.55,23453071.04,1,Priya Shah,2025-10-15
TND-1077,IT & Digital,Software,COMP004,Delta Engineering Co,22790535.6,23453071.04,0,Vikram Singh,2025-10-15
TND-1077,IT & Digital,Software,COMP008,HighPoint Services,19705528.4,23453071.04,0,Mohan Das,2025-10-15
TND-1078,Defense,Maintenance,COMP003,CrestLine Solutions,47109341.99,48732542.98,1,Neha Gupta,2024-11-05
TND-1078,Defense,Maintenance,COMP001,Apex Infrastructure Ltd,47794655.56,48732542.98,0,Priya Shah,2024-11-05
TND-1078,Defense,Maintenance,COMP014,NovaTech Engineering,47353004.7,48732542.98,0,Pooja Bhat,2024-11-05
TND-1079,Public Works,Consulting,COMP006,FusionTech Systems,41003870.11,40782853.48,0,Anand Mehta,2025-07-04
TND-1079,Public Works,Consulting,COMP011,KingsBridge Corp,34615877.63,40782853.48,1,Deepa Verma,2025-07-04
TND-1079,Public Works,Consulting,COMP012,Lumencraft Industries,43771345.75,40782853.48,0,Lakshmi Rao,2025-07-04
TND-1079,Public Works,Consulting,COMP013,Meridian Works,42689907.54,40782853.48,0,Ravi Nair,2025-07-04
TND-1079,Public Works,Consulting,COMP009,InfraPrime Ltd,44246947.99,40782853.48,0,Pooja Bhat,2025-07-04
TND-1079,Public Works,Consulting,COMP007,GlobalEdge Infra,41505356.5,40782853.48,0,Mohan Das,2025-07-04
TND-1080,Public Works,Infrastructure,COMP014,NovaTech Engineering,28563844.23,30864052.2,0,Neha Gupta,2024-08-10
TND-1080,Public Works,Infrastructure,COMP006,FusionTech Systems,33327575.94,30864052.2,0,Ravi Nair,2024-08-10
TND-1080,Public Works,Infrastructure,COMP002,BlueHorizon Services,32710314.09,30864052.2,0,Amit Patel,2024-08-10
TND-1080,Public Works,Infrastructure,COMP011,KingsBridge Corp,25109931.18,30864052.2,1,Deepa Verma,2024-08-10
TND-1081,Education,Consulting,COMP001,Apex Infrastructure Ltd,1504307.63,1805165.24,1,Rajesh Kumar,2024-05-05
TND-1081,Education,Consulting,COMP011,KingsBridge Corp,1860663.0,1805165.24,0,Deepa Verma,2024-05-05
TND-1081,Education,Consulting,COMP004,Delta Engineering Co,1943606.6,1805165.24,0,Vikram Singh,2024-05-05
TND-1081,Education,Consulting,COMP014,NovaTech Engineering,1550832.61,1805165.24,0,Pooja Bhat,2024-05-05
TND-1081,Education,Consulting,COMP012,Lumencraft Industries,1759086.57,1805165.24,0,Lakshmi Rao,2024-05-05
TND-1081,Education,Consulting,COMP010,JetStream Solutions,1659003.94,1805165.24,0,Rajesh Kumar,2024-05-05
TND-1082,Energy,Training,COMP006,FusionTech Systems,46475359.22,48510762.69,1,Anand Mehta,2024-07-31
TND-1082,Energy,Training,COMP013,Meridian Works,47096852.12,48510762.69,0,Ravi Nair,2024-07-31
TND-1082,Energy,Training,COMP003,CrestLine Solutions,46992314.03,48510762.69,0,Priya Shah,2024-07-31
TND-1082,Energy,Training,COMP010,JetStream Solutions,46717913.03,48510762.69,0,Rajesh Kumar,2024-07-31
TND-1083,IT & Digital,Supplies,COMP003,CrestLine Solutions,3486102.95,3290587.08,0,Priya Shah,2024-06-27
TND-1083,IT & Digital,Supplies,COMP001,Apex Infrastructure Ltd,3434946.13,3290587.08,1,Priya Shah,2024-06-27
TND-1083,IT & Digital,Supplies,COMP006,FusionTech Systems,3619367.08,3290587.08,0,Anand Mehta,2024-06-27
TND-1084,Health & Sanitation,Supplies,COMP009,InfraPrime Ltd,48170554.43,49833523.44,0,Pooja Bhat,2024-02-23
TND-1084,Health & Sanitation,Supplies,COMP002,BlueHorizon Services,51363224.47,49833523.44,0,Amit Patel,2024-02-23
TND-1084,Health & Sanitation,Supplies,COMP012,Lumencraft Industries,53991120.3,49833523.44,0,Amit Patel,2024-02-23
TND-1084,Health & Sanitation,Supplies,COMP014,NovaTech Engineering,52569095.7,49833523.44,0,Pooja Bhat,2024-02-23
TND-1084,Health & Sanitation,Supplies,COMP008,HighPoint Services,43564686.98,49833523.44,1,Mohan Das,2024-02-23
TND-1084,Health & Sanitation,Supplies,COMP011,KingsBridge Corp,46602479.27,49833523.44,0,Deepa Verma,2024-02-23
TND-1085,Transport,Construction,COMP001,Apex Infrastructure Ltd,5880501.78,6893391.05,1,Priya Shah,2024-03-03
TND-1085,Transport,Construction,COMP011,KingsBridge Corp,6739016.35,6893391.05,0,Suman Reddy,2024-03-03
TND-1085,Transport,Construction,COMP002,BlueHorizon Services,6062372.97,6893391.05,0,Amit Patel,2024-03-03
TND-1085,Transport,Construction,COMP008,HighPoint Services,6856457.49,6893391.05,0,Mohan Das,2024-03-03
TND-1085,Transport,Construction,COMP012,Lumencraft Industries,6760440.58,6893391.05,0,Amit Patel,2024-03-03
TND-1085,Transport,Construction,COMP013,Meridian Works,6294509.14,6893391.05,0,Ravi Nair,2024-03-03
TND-1086,Transport,Security Services,COMP010,JetStream Solutions,6130110.82,6121100.81,0,Vikram Singh,2025-06-27
TND-1086,Transport,Security Services,COMP007,GlobalEdge Infra,5852337.41,6121100.81,0,Mohan Das,2025-06-27
TND-1086,Transport,Security Services,COMP002,BlueHorizon Services,6315112.27,6121100.81,0,Amit Patel,2025-06-27
TND-1086,Transport,Security Services,COMP012,Lumencraft Industries,5852072.62,6121100.81,1,Amit Patel,2025-06-27
TND-1086,Transport,Security Services,COMP013,Meridian Works,6461767.31,6121100.81,0,Ravi Nair,2025-06-27
TND-1086,Transport,Security Services,COMP009,InfraPrime Ltd,5910363.87,6121100.81,0,Pooja Bhat,2025-06-27
TND-1086,Transport,Security Services,COMP004,Delta Engineering Co,5926948.01,6121100.81,0,Anand Mehta,2025-06-27
TND-1087,Transport,Medical Equipment,COMP005,Evergreen Constructions,40428668.51,43894353.33,0,Suresh Iyer,2024-11-16
TND-1087,Transport,Medical Equipment,COMP006,FusionTech Systems,36880236.2,43894353.33,0,Ravi Nair,2024-11-16
TND-1087,Transport,Medical Equipment,COMP003,CrestLine Solutions,35494501.75,43894353.33,1,Priya Shah,2024-11-16
TND-1087,Transport,Medical Equipment,COMP011,KingsBridge Corp,45059361.12,43894353.33,0,Deepa Verma,2024-11-16
TND-1087,Transport,Medical Equipment,COMP008,HighPoint Services,43283908.65,43894353.33,0,Mohan Das,2024-11-16
TND-1087,Transport,Medical Equipment,COMP002,BlueHorizon Services,44387020.5,43894353.33,0,Amit Patel,2024-11-16
TND-1087,Transport,Medical Equipment,COMP010,JetStream Solutions,37919859.91,43894353.33,0,Vikram Singh,2024-11-16
TND-1087,Transport,Medical Equipment,COMP009,InfraPrime Ltd,36911263.98,43894353.33,0,Arun Sharma,2024-11-16
TND-1088,Transport,Infrastructure,COMP002,BlueHorizon Services,1077506.15,1219960.95,1,Amit Patel,2025-11-12
TND-1088,Transport,Infrastructure,COMP012,Lumencraft Industries,1187483.88,1219960.95,0,Lakshmi Rao,2025-11-12
TND-1088,Transport,Infrastructure,COMP001,Apex Infrastructure Ltd,1124783.81,1219960.95,0,Rajesh Kumar,2025-11-12
TND-1088,Transport,Infrastructure,COMP005,Evergreen Constructions,1139130.58,1219960.95,0,Kavita Joshi,2025-11-12
TND-1088,Transport,Infrastructure,COMP010,JetStream Solutions,1287157.94,1219960.95,0,Rajesh Kumar,2025-11-12
TND-1088,Transport,Infrastructure,COMP015,OmniGroup Services,1110831.08,1219960.95,0,Arun Sharma,2025-11-12
TND-1089,Education,Training,COMP010,JetStream Solutions,26852954.48,25942479.71,0,Rajesh Kumar,2025-01-11
TND-1089,Education,Training,COMP004,Delta Engineering Co,23840174.69,25942479.71,1,Anand Mehta,2025-01-11
TND-1089,Education,Training,COMP013,Meridian Works,25595525.25,25942479.71,0,Kavita Joshi,2025-01-11
TND-1089,Education,Training,COMP007,GlobalEdge Infra,27465539.67,25942479.71,0,Deepa Verma,2025-01-11
TND-1089,Education,Training,COMP009,InfraPrime Ltd,28143859.62,25942479.71,0,Pooja Bhat,2025-01-11
TND-1090,Defense,Supplies,COMP014,NovaTech Engineering,8386803.53,7780137.31,0,Neha Gupta,2024-12-13
TND-1090,Defense,Supplies,COMP003,CrestLine Solutions,7372729.55,7780137.31,0,Priya Shah,2024-12-13
